511.01335110646176, 404.034899786191, -959.4612625632745
511.6251200741185, 404.43592972214907, -959.6375033164202
511.6605276211178, 404.69534287362677, -958.9885548718826
511.0682013341869, 404.0961941976464, -959.0253530802628
511.6324217231174, 404.575931034322, -959.0620260348373
511.3918414726155, 404.40201074346794, -959.5699723863809
511.32388029164537, 404.3241254415712, -959.2537752899823
511.87032831742187, 404.92833488092185, -958.4513587667923
511.7102816510294, 404.6669950109124, -959.0385329919843
511.1804608337385, 404.19659037425765, -959.5232435770198
511.54886953576477, 404.5357300087678, -958.9814356012218
511.77108358909646, 404.7222831135736, -959.045645517982
511.3760826857903, 404.3752919469245, -958.9664219970258
511.45647469906925, 404.4776851835599, -958.7375163217712
511.5968610371699, 404.55317136102576, -958.9965104785489
511.46909045922894, 404.4697616773394, -958.9554260314219
511.9714515701412, 404.95287173711586, -958.9904475492981
511.0481043580308, 404.0564864883723, -959.5105720919049
511.1350807946673, 404.13020700989, -958.8597653629976
511.5845221210549, 404.5728947780965, -959.0399261349821
511.93003912186583, 404.7585562410407, -959.2299055926525
511.4457812980128, 404.4019320873652, -958.962579353315
511.7161630681509, 404.6922349299381, -959.0293822109945
511.44911011751094, 404.43380762949414, -958.9915478177231
511.49898572220206, 404.4643173129243, -959.0236985833171
511.829647247514, 404.8267486357954, -958.9581536272693
511.76957356996587, 404.76893656733495, -958.9674183520076
511.3225844325634, 404.26619230279925, -959.040719447335
511.71371543031137, 404.7048062116617, -958.9751392841042
511.4168773062178, 404.1244956189274, -959.3823112035302
